zeme,year,co2,population,gdp,primary_energy_consumption,gdp_pc,en_int,co2_int,population_g,gdp_pc_g,en_int_g,co2_int_g,interactions,co2_g
United States,2000,6023.158,281484126.0,13650948362520.0,26546.236,48496.33461220474,1.9446440858926155e-09,0.22689310831109918,0.9680001916312131,3.0797733532355265,-1.7672859195324353,1.5691619280845615,-0.007128820371615774,3.84252073304725
United States,2001,5903.562,284279634.0,13781388409036.2,25918.357,48478.28251050935,1.8806782183866046e-09,0.22777531770242998,0.993131669527969,-0.0372236414148408,-3.2893354609231595,0.38882158999786753,-0.04099705852299573,-1.9856029013351595
United States,2002,5947.819,287084335.0,14015733659783.6,26297.27,48820.96287066168,1.8762678171786854e-09,0.22617629130324177,0.9865993425332675,0.7068739699638504,-0.23451120796744718,-0.7020191719267932,-0.007276883529450107,0.7496660490734275
United States,2003,6006.44,289908091.0,14407558345762.9,26383.084,49696.986020865836,1.8311974428171561e-09,0.22766254316591647,0.9835980775474873,1.7943586088724928,-2.4021290536923923,0.6571209803250433,-0.04736045040008019,0.9855881626525509
United States,2004,6111.545,292786248.0,14961928297813.8,26899.117,51101.88200442324,1.7978375824679248e-09,0.227202439396059,0.992782571218398,2.82692391640722,-1.8217511432251476,-0.20209902053239803,-0.04598451960464711,1.7498718042634254
United States,2005,6126.903,295716666.0,15483134541390.2,26912.564,52358.00454138151,1.7381857612911742e-09,0.22765957936969516,1.0008728278795287,2.458074903874463,-3.3179760929719526,0.2012038140309258,-0.09088056747710294,0.2512948853358621
United States,2006,6045.326,298730208.0,15914268559668.9,26699.963,53273.04749732207,1.677737365050191e-09,0.22641701788126073,1.019063971186518,1.7476658324848016,-3.477671810870231,-0.5457980252246086,-0.07471568019344899,-1.331455712616969
United States,2007,6121.542,301844223.0,16233167950743.9,27066.711,53779.952418515895,1.6673708472756633e-09,0.22616497438495578,1.0424171766385326,0.9515222894265651,-0.6178868034102281,-0.11131826514786392,-0.0039918006644157344,1.26074259684259
United States,2008,5919.221,304970325.0,16251606759787.8,26407.25,53289.141360844864,1.6249008722842615e-09,0.22415135994849897,1.0356673283092865,-0.9126282854464707,-2.547122318996642,-0.8903299204188198,0.009347250750091352,-3.3050659458025544
United States,2009,5486.104,308023452.0,15832884074310.8,25110.527,51401.55391255988,1.5859730218540774e-09,0.2184782501777044,1.0011226502119497,-3.542161498724994,-2.3957061685529135,-2.5309281068372824,0.15054473825926173,-7.317128385643978
United States,2010,5669.25,311062785.0,16259610790677.0,25953.547,52271.154168046814,1.5961973096478636e-09,0.2184383506423997,0.9867212967926919,1.691778145396583,0.6446697171325955,-0.018262474764529912,0.033455110990088244,3.3383617955474287
United States,2011,5538.973,314105075.0,16513977256911.2,25729.088,52574.690991258896,1.5580188587962492e-09,0.21528058048540236,0.9780308499456103,0.5806966156443272,-2.391837814839881,-1.445611609733699,-0.0192363247399574,-2.2979582837236
United States,2012,5331.467,317115349.0,16892000920975.5,25047.367,53267.68626697883,1.4827945556702902e-09,0.21285538715506505,0.9583652858840219,1.3181157371617402,-4.828202348210242,-1.1265267516787247,-0.06804207477877355,-3.746290151621978
United States,2013,5473.436,320110752.0,17249744800617.5,25728.629,53886.8022796607,1.4915367906822004e-09,0.21273718082685245,0.9445783717015876,1.162273145446635,0.589578305266869,-0.05553363238417486,0.02195439124437204,2.662850581275289
United States,2014,5531.385,323115377.0,17685097277697.8,25995.914,54733.07226012274,1.4699333338009256e-09,0.21277901596381646,0.9386204559601818,1.5704587109661494,-1.4484025480453466,0.019665174090111037,-0.021610129716043147,1.0587316632550525
United States,2015,5368.497,326126496.0,18206020741000.0,25747.426,55825.0279088026,1.414225896272695e-09,0.20850616290731355,0.9319021050489873,1.9950563774133956,-3.789793472074232,-2.0081176882731255,-0.07384324573993517,-2.94479592362491
United States,2016,5245.362,329179423.0,18537270454435.6,25727.051,56313.57599905509,1.3878554053163758e-09,0.20388508577994424,0.9361174383083481,0.8751416856442873,-1.8646590354356118,-2.216278436538832,-0.023980379923838058,-2.2936587279456466
